q_FormDataId,q_63,q_83,School,Grade,Sex,APS45,APSVNEN,RankingF,NumberofChi,Readbook,Topic,FutureJob_VN,FutureJob_VN (translated),CareerFat,CareerFat (translated),CarFatGr,AgeFat,EduFat,CareerMot,CareerMot (translated),CarMotGr,AgeMot,EduMot,EcoStt,KnowledgeInc,EstIncome,Buybook,Hobby,TimeSci,TimeSoc,Readstory,Typebook,Typebook_Other,Reason,Source,PrioAct,AftAct,Read_like,EncourAct,MostlikedAct,Bookcase,Notread_like
522,9.058,43073,9,6,Female,0,0,1,2,yes,f,lính cứu hỏa,Firefighter,Làm thợ,Worker,Labor,40,UnderHi,giáo viên,Teacher,Intellectuals,37,Uni,med,no,NA,NA,a,2,1,no,e,NA,c,buy,b,a,"Trò chơi dân gian của trẻ em H'Mông
Hướng tới tương lai",yes,b,a,"Đô Rê mon
Harry Porter"
523,9.056,43073,9,6,Female,8.5,0,2,3,yes,c,diễn viên,Actor,Làm thợ,Worker,Labor,44,Hi,nội trợ,Unemployed,Labor,40,Hi,med,no,NA,yes,b,1,2,no,d,NA,a,buy,NA,d,"Hạt giống tâm hồn
Kỹ năng chơi bóng rổ",yes,c,a,"Selac Home
Chuyện Ma
Harry Porter"
524,9.061,43073,9,6,Female,8.5,0,3,3,yes,c,diễn viên,Actor,Công nhân,Worker,Labor,40,Hi,Công nhân,Worker,Labor,39,Hi,med,no,NA,yes,b,2,1,no,a,NA,a,buy,b,d,"Hạt giống tâm hồn
Truyền thuyết về trái đào",yes,b,a,"Shin cậu bé bút chì
Đô rê mon
Conan Thám tử"
525,9.06,43073,9,6,Male,5,0,3,3,yes,d,Bác sĩ,Doctor,Làm thợ,Worker,Labor,47,UnderHi,làm thợ,Worker,Labor,43,UnderHi,med,no,NA,yes,b,2,1,no,a,NA,a,buy,b,a,"kể chuyện thần đồng
Hạt giống tâm hồn",yes,b,a,"Đô rê mon
Shin cậu bé bút chì
Co nan thám tử lừng danh"
526,9.059,43073,9,6,Female,0,0,3,3,yes,b,Họa sĩ,Painter,Làm thợ ( đẽo đá),Worker,Labor,42,UnderHi,Công nhân,Worker,Labor,42,Hi,med,yes,4000000,yes,b,2,2,no,d,NA,a,borrow,b,a,"Hạt giống tâm hồn
Câu lạc bộ ước mơ",yes,d,a,"Đô rê mon
Co nan
Harry Porter"
527,9.051,43073,9,6,Male,8.3,0,2,2,yes,a,bác sĩ,Doctor,kinh doanh,Businessman,Labor,43,Uni,Giáo viên,Teacher,Intellectuals,40,Uni,rich,no,NA,yes,b,3,2,yes,e,NA,a,buy,d,a,"Kỹ năng sống dành cho học sinh
Hạt giống tâm hồn",yes,b,a,"Harry Porter
Seloc Home
Đô rê mon"
528,9.052,43073,9,6,Female,0,0,1,2,yes,b,Bác sĩ,Doctor,Làm ruộng,Farmer,Labor,37,Hi,Làm ruộng,Farmer,Labor,33,Hi,med,no,NA,yes,b,2,2,no,a,NA,a,buy,a,c,"Điểm tựa của niềm tin
Hạt giống tâm hồn",yes,b,a,"Co nan
Shin cậu bé bút chì
Đô rê mon"
529,9.05,43073,9,6,Female,0,0,2,3,yes,b,Thiết kế thời trang,Fashion designer,Lái xe,Driver,Labor,43,Hi,Công nhân,Worker,Labor,38,Hi,med,no,NA,yes,e,2,1,no,a,NA,a,buy,b,d,"Điểm tựa niềm tin
Hạt giống tâm hồn",yes,b,a,"Seloc Home
 Co nan
Harry Porter"
530,9.049,43073,9,6,Female,9,0,1,2,yes,b,bác sĩ,Doctor,Công nhân,Worker,Labor,38,Hi,Công nhân,Worker,Labor,33,Hi,med,no,NA,yes,b,3,2,no,f,Truyện tranh,a,borrow,d,d,"Conan
Hạt giống tâm hồn",yes,b,a,"conan
candy book
Shin cậu bé bút chì"
531,9.048,43073,9,6,Female,0,0,1,0,yes,b,Kĩ sư,Engineer,làm ruộng,Farmer,Labor,50,Hi,Công nhân,Worker,Labor,48,Hi,med,yes,NA,yes,a,1,2,yes,e,NA,a,buy,a,d,"Truyện danh nhân
Truyện thần đồng",yes,a,a,"TRuyện Ma
Harry Porter
Co nan"
532,9.047,43073,9,6,Female,9.1,0,2,4,yes,b,Giáo viên,Teacher,Công nhân,Worker,Labor,39,Uni,Công nhân,Worker,Labor,36,UnderHi,med,yes,NA,yes,b,3,2,no,a,NA,c,borrow,b,d,"Quê nội
Kỹ năng sống cho học sinh",yes,b,a,"Shin cậu bé bút chì
Harry porter
Đô rê mon"
533,9.043,43073,9,6,Female,8.5,0,3,4,yes,f,Họa sĩ,Painter,Công nhân,Worker,Labor,43,Hi,Công nhân,Worker,Labor,38,Hi,med,no,NA,yes,a,1,1,no,a,NA,a,buy,b,a,"Đô rê mon
Co nan",yes,b,a,"Harry Porter
Đô rê mon
Cô nan"
534,9.044,43073,9,6,Male,8,0,1,3,yes,b,Công an,Police officer,Công nhân,Worker,Labor,35,UnderHi,Công nhân,Worker,Labor,33,UnderHi,med,no,NA,yes,b,1,1,no,f,Truyện tranh,a,buy,b,d,"Đô rê mon
Cô nan",yes,b,a,"Harry Porter
Co nan
Đô rê mon"
535,9.045,43073,9,6,Female,7.5,0,2,3,yes,a,Bác sĩ,Doctor,Làm ruộng,Farmer,Labor,40,UnderHi,Làm ruộng,Farmer,Labor,39,UnderHi,med,no,NA,yes,b,1,1,no,e,NA,c,buy,a,d,"Ước mơ tuổi thơ
Chiếc Lá kỳ diệu",yes,b,a,"Seloc Home
Harry Porter
Đô rê mon"
536,9.041,43073,9,6,Male,9,0,1,2,yes,b,Kĩ sư,Engineer,làm ruộng,Farmer,Labor,37,Hi,kinh doanh,Businessman,Labor,35,Hi,rich,yes,NA,yes,b,2,2,yes,a,NA,a,borrow,b,b,"Truyện Kudo Shinichi
Đô rê mon",yes,b,a,"Siêu đạo chính Kid
Seloc Home
Harry Porter"
537,9.042,43073,9,6,Female,9,0,1,2,yes,b,bác sĩ,Doctor,làm ruộng,Farmer,Labor,38,Uni,Giáo viên,Teacher,Intellectuals,35,Uni,med,no,NA,yes,a,2,1,yes,a,NA,a,borrow,b,c,"Đô rê mon
Gặp bác",yes,a,a,"Harry Boxter
Đô rê mon
TRuyện về các thiên tài"
538,9.04,43073,9,6,Female,9,0,2,3,yes,b,ca sĩ,Singer,Làm thợ ( đẽo đá),Worker,Labor,43,Hi,làm thợ ( đẽo đá),Worker,Labor,38,Hi,rich,no,NA,yes,a,1,2,yes,a,NA,c,buy,b,d,"Bạch tuyết và 7 chú lùn
Đô rê mon",yes,b,a,"Kuno Shinichi
Shin cậu bé bút chì"
539,9.072,43073,9,6,Female,6.5,0,1,2,yes,d,Bác sĩ,Doctor,làm ruộng,Farmer,Labor,60,UnderHi,Làm ruộng,Farmer,Labor,45,UnderHi,poor,no,NA,yes,c,1,1,no,d,NA,d,borrow,d,b,"Truyện về bác hồ
Những điều lạ em muốn biết",no,NA,a,"Đô rê mon
Bảy viên ngọc rồng
Ngày em vào đội thỏ"
540,9.086,43073,9,6,Male,6.5,0,2,2,no,NA,Công an,Police officer,nhân viên,Employee,Labor,38,Hi,Nhân viên,Employee,Labor,35,Hi,med,no,NA,yes,d,2,1,yes,d,NA,a,borrow,c,a,"Không gian và thời gian
Vũ khí triến tranh ( chiến tranh)",yes,d,a,"Truyện các nhà phát minh vĩ đại
Hướng tới tương lai
Đô rê mon"
541,9.08,43073,9,6,Male,6.5,0,2,2,yes,c,Bác sĩ,Doctor,Làm thợ,Worker,Labor,40,UnderHi,Công nhân,Worker,Labor,41,Hi,med,no,NA,yes,a,1,1,no,a,NA,a,buy,a,a,"Shin cậu bé bút chì
Đô rê mon",yes,a,a,"Sáng chế dụng cụ
Hướng tới tương lai"
542,9.081,43073,9,6,Male,6.5,0,1,0,yes,f,Kĩ sư,Engineer,Công nhân,Worker,Labor,35,UnderHi,Công nhân,Worker,Labor,34,UnderHi,med,yes,5000000,yes,a,1,2,no,d,NA,b,gift,a,d,"Đô rê mon
Khủng long",yes,c,c,"Các nhà phát minh vĩ đại
Thời đại bùng nổ  ý tường
Sáng chế công cụ"
543,9.082,43073,9,6,Male,6.5,0,1,4,yes,e,Giáo viên,Teacher,Công nhân,Worker,Labor,44,Uni,Công nhân,Worker,Labor,42,Uni,med,yes,9000000,yes,a,1,2,no,c,NA,b,borrow,d,a,"Khủng long thời cổ đại
Khoa học kỳ bí",yes,b,a,"Khoa học kỳ bí
Các nhà phát minh vĩ đại
Vũ khí chiến tranh"
544,9.083,43073,9,6,Male,6.5,0,2,3,yes,b,Công an,Police officer,làm ruộng,Farmer,Labor,42,UnderHi,làm ruộng,Farmer,Labor,32,UnderHi,med,no,NA,yes,a,2,1,no,a,NA,a,borrow,d,c,"Số đỏ
Khủng long, khủng lỉnh",yes,c,a,"Các nhà phát minh vĩ đại
Khủng long cổ đại
Khoa học kỳ bí"
545,9.077,43073,9,6,Female,6.5,0,1,2,yes,b,Giáo viên,Teacher,Lái xe,Driver,Labor,35,NA,kinh doanh ( bán quần áo),Businessman,Labor,31,UnderHi,med,no,NA,no,a,2,2,no,a,NA,a,borrow,a,a,"Đô rê mon
Những điều em muốn biết",yes,d,a,"Công chúa Ôti
Mèo óc kì
Đô rê mon"
546,9.073,43073,9,6,Male,6.5,0,3,3,yes,d,Kĩ sư,Engineer,kĩ sư ( đã mất),Engineer,Labor,NA,NA,Công nhân,Worker,Labor,46,UnderHi,poor,no,NA,yes,b,1,1,no,d,NA,a,borrow,b,c,"đô rê mon
7 viên ngọc rồng",yes,a,a,"naruto sức mạnh vĩ thú
Đô rê mon
7 viên ngọc rồng"
547,9.065,43073,9,6,Female,6.5,0,2,3,yes,b,Bác sĩ,Doctor,làm ruộng,Farmer,Labor,45,UnderHi,Làm ruộng,Farmer,Labor,40,UnderHi,med,no,NA,yes,c,2,2,no,a,NA,a,borrow,a,a,"Cẩm nang bé gái tuổi dậy thì
Tình mẫu tử",yes,b,a,"Công chú ngủ trong rừng
Bạch tuyết và 7 chú lùn
Đô rê mon"
548,9.063,43073,9,6,Male,6.5,0,1,2,no,NA,Bác sĩ,Doctor,Làm thợ,Worker,Labor,40,Uni,kinh doanh ( ăn uống),Businessman,Labor,38,Hi,rich,yes,9000000,NA,b,2,2,no,e,NA,a,gift,a,a,"Bạn trai tháo vát
Hoàng tử rơm",yes,d,a,"Thám tử cô nan
7 viên ngọc rồng
Đô rê mon"
549,9.09,43073,9,6,Male,6.5,0,3,3,yes,e,huấn luyện thể thao,Trainer,làm ruộng,Farmer,Labor,43,Hi,làm ruộng,Farmer,Labor,42,UnderHi,med,no,NA,yes,f,2,2,no,e,NA,a,gift,d,d,"Vũ khí chiến chanh ( tranh)
Đô rê mon",yes,d,a,"Co nan
Đô rê mon
bảy viên ngọc rồng"
550,9.067,43073,9,6,Male,6.5,0,4,4,yes,e,Bác sĩ,Doctor,Lái xe ( công nông),Driver,Labor,51,UnderHi,Công nhân,Worker,Labor,47,UnderHi,med,yes,10000000,yes,a,1,1,yes,a,NA,a,buy,a,a,"Tình cha
Khủng long khủng khỉnh",yes,b,a,"7 viên ngọc rồng
Cô nan
Đô rê mon"
551,9.064,43073,9,6,Male,6.5,0,3,3,yes,d,Bộ đội,Soldier,kinh doanh,Businessman,Labor,39,UnderHi,làm ruộng,Farmer,Labor,35,UnderHi,med,yes,10000000,yes,b,2,2,no,c,NA,a,borrow,a,b,"Hai vạn dặm dưới đáy biển
Truyện Ma văn Kháng",yes,b,a,"Co nan
bảy viên ngọc rồng
Đô rê mon"
552,9.091,43073,9,6,Female,6.5,0,1,3,yes,b,Giáo viên,Teacher,làm ruộng,Farmer,Labor,35,Hi,Công nhân,Worker,Labor,33,UnderHi,med,no,NA,yes,a,2,1,no,a,NA,a,borrow,d,a,"số đỏ 
Đô rê mon",yes,b,a,NA
553,9.068,43073,9,6,Male,6.5,0,2,2,yes,d,Bác sĩ,Doctor,Làm ruộng,Farmer,Labor,52,UnderHi,làm ruộng,Farmer,Labor,49,UnderHi,med,no,NA,yes,b,1,2,no,c,NA,a,buy,b,a,"Ma Văn Kháng
Tình mẫu tử",yes,c,a,"Bảy viên ngọc rồng
Chuyến tàu sinh tử
Đô rê mon"
554,9.069,43073,9,6,Female,6.5,0,3,3,yes,d,Bác sĩ,Doctor,làm ruộng,Farmer,Labor,45,UnderHi,Làm ruộng,Farmer,Labor,43,UnderHi,poor,no,NA,yes,f,1,2,yes,c,NA,a,buy,a,a,"Hạt giống tâm hồn
Nguồn sống tươi trẻ",yes,b,a,"Đô rê mon
Tình mẹ"
555,9.066,43073,9,6,Male,6.5,0,2,2,yes,d,NA,NA,Làm thợ,Worker,Labor,52,UnderHi,làm thợ,Worker,Labor,49,UnderHi,med,yes,8000000,yes,b,2,1,no,d,NA,d,borrow,a,b,"7 viên ngọc rồng
Ma Văn Kháng",yes,d,a,"Đô rê mon
Na ru to"
556,9.062,43073,9,6,Male,6.5,0,4,4,no,NA,cầu thủ đá bóng,Footballer,Làm thợ,Worker,Labor,60,Hi,nội trợ,Unemployed,Labor,55,Hi,med,yes,NA,yes,e,3,1,no,d,NA,a,borrow,a,b,"Đô rê mon
Dragon ball",yes,b,a,"Câu đố 
Đo rê mon
bảy viên ngọc rồng"
557,9.084,43073,9,6,Female,6.5,0,2,3,yes,f,Công an ( cảnh sát),Police officer,Làm thợ,Worker,Labor,36,UnderHi,Công nhân,Worker,Labor,41,Hi,med,no,NA,yes,b,2,1,no,e,NA,d,buy,d,a,"Thơ Xuân Quỳnh
Đô rê mon",yes,d,a,"1000 câu hỏi vì sao
Shin cậu bé bút chì
Đo re mon"
558,9.089,43073,9,6,Male,6.5,0,2,3,yes,a,Công an,Police officer,Công nhân,Worker,Labor,40,UnderHi,Công nhân,Worker,Labor,39,UnderHi,med,no,NA,no,b,1,1,no,a,NA,c,borrow,a,a,"Lý Nam Đế
Ma Văn Kháng",yes,a,a,"Đô rê mon
7 viên ngọc rồng"
559,9.078,43073,9,6,Male,6.5,0,2,3,yes,b,Bác sĩ,Doctor,kinh doanh,Businessman,Labor,42,Hi,kinh doanh,Businessman,Labor,39,UnderHi,med,no,NA,yes,b,2,1,no,a,NA,a,borrow,d,c,"Vũ khí chiến tranh
Truyện bên ngoài vũ trụ",yes,b,a,NA
560,9.079,43073,9,6,Female,6.5,0,1,0,yes,b,nhà báo,Journalist,làm ruộng,Farmer,Labor,35,Hi,làm ruộng,Farmer,Labor,34,UnderHi,med,no,NA,yes,a,2,2,no,a,NA,a,buy,a,a,"Đô rê mon
Hạt giống tâm hồn",yes,b,a,"Câu đố 
Shin cậu bé bút chì"
561,9.075,43073,9,6,Male,6.5,0,2,3,yes,f,cầu thủ đá bóng,Footballer,Công nhân,Worker,Labor,43,UnderHi,Công nhân,Worker,Labor,40,UnderHi,med,no,NA,yes,e,1,2,no,e,NA,c,borrow,b,b,"Vũ khí chiến chanh
Lí Nam Đế",yes,d,a,"đô rê mon
7 viên ngọc rồng
Ô long viện"
562,9.071,43073,9,6,Male,6.5,0,1,3,yes,b,đầu bếp,Chef,bảo vệ,Guard,Labor,42,UnderHi,Công chức,Public servant,Labor,40,Uni,med,yes,6000000,NA,b,2,1,no,f,tìm hiểu thế giới động vật,a,buy,d,a,"THế giới đó đây
1000 câu hỏi vì sao",yes,b,a,"Đo rê mon
7 viên ngọc rồng"
563,9.076,43073,9,6,Female,6.5,0,2,4,yes,b,Bác sĩ,Doctor,Làm thợ,Worker,Labor,40,Hi,Công nhân,Worker,Labor,38,Hi,med,no,NA,yes,a,2,1,no,c,NA,a,buy,a,a,"Cách hoàn thiện bản thân
Cẩm nang bé dậy thì",yes,a,a,"Truyện cổ tích Việt nam
Shin cậu bé bút chì
Đô Rê mon"
564,9.074,,9,6,Male,6.5,0,2,4,NA,c,Công an,Police officer,làm ruộng,Farmer,Labor,42,NA,Làm ruộng,Farmer,Labor,40,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a,NA
565,9.088,43073,9,6,Male,6.5,0,2,4,yes,f,Công an,Police officer,làm ruộng,Farmer,Labor,45,Hi,Công nhân,Worker,Labor,36,UnderHi,med,yes,6000000,yes,b,1,1,no,d,NA,a,borrow,NA,a,"Lý Nam Đế
Bảy viên Ngọc Rồng",yes,c,a,"Đô rê mon
Bảy viên ngọc Rồng
Shin cậu bé bút chì"
566,9.087,43073,9,6,Female,6.5,0,4,5,yes,a,Giáo viên,Teacher,Làm thợ,Worker,Labor,45,UnderHi,Làm ruộng,Farmer,Labor,43,UnderHi,med,no,NA,no,c,2,2,no,a,NA,a,borrow,b,a,NA,yes,b,a,NA
567,9.07,43073,9,6,Female,6.5,0,2,2,yes,c,Bác sĩ,Doctor,làm ruộng,Farmer,Labor,39,UnderHi,Làm ruộng,Farmer,Labor,37,UnderHi,med,no,NA,yes,b,2,2,no,a,NA,a,buy,b,c,"Để xem ai bạn ai bè
Cẩm nang bé gái tuổi dậy thì",yes,d,a,"Đô rê mon
Nàng tiên cá và bảy chú lùn ?
Truyện nhớ nhà"
568,9.085,43073,9,6,Male,0,0,1,3,yes,d,Bộ đội,Soldier,Làm thợ,Worker,Labor,40,UnderHi,Công nhân,Worker,Labor,39,UnderHi,med,no,NA,no,a,2,1,no,e,NA,a,borrow,d,c,"7 viên ngọc rồng
Trò chơi sinh tử",yes,b,a,Đô rê mon
569,9.092,43073,9,7,Male,5.8,0,2,2,yes,d,Bộ đội,Soldier,Lái xe,Driver,Labor,42,UnderHi,Bác sĩ,Doctor,Intellectuals,39,Uni,rich,no,NA,yes,b,1,1,no,f,Truyện tranh,a,buy,a,a,"Hướng dẫn chăm sóc gà
Hướng dẫn nghề",yes,b,a,"Thăm dò vũ trụ
Hướng dẫn khi đi cắm trại
sách tìm hiểu thiên nhiên"
570,9.093,43073,9,7,Female,6.5,0,1,2,yes,b,Giáo viên,Teacher,Công nhân,Worker,Labor,36,Hi,Công nhân,Worker,Labor,40,Hi,med,yes,NA,yes,b,2,3,no,a,NA,a,borrow,a,d,"Mắt biếc - Nguyễn Nhật Ánh
Còn chút gì để nhớ- Nguyễn nhật Ánh",yes,a,a,"các tác phẩm của Nguyễn Nhật Ánh  đó là 
Nữ sinh
Tôi là Beto
Tôi thấy hoa vàng trên cỏ xanh"
571,9.094,43073,9,7,Female,7.75,0,1,0,yes,c,Giáo viên,Teacher,giáo viên,Teacher,Intellectuals,41,Uni,Giáo viên,Teacher,Intellectuals,40,Uni,med,no,NA,yes,b,1,1,no,d,NA,a,borrow,a,c,"Lịch sử Việt Nam
55 cách tranh luận hiệu quả",yes,a,a,"TRuyện kể về
Lòng nhân đức
Lòng khoan dung
sống tự lập"
572,12.001,43073,12,6,Male,8,0,2,3,yes,c,lái xe,Driver,làm ruộng,Farmer,Labor,41,Hi,làm ruộng,Farmer,Labor,39,UnderHi,poor,no,NA,yes,b,1,1,no,a,NA,b,buy,a,b,"Truyện dân gian
Đô rê mon",yes,a,d,"Đô rê mon
Truyện dân gian 
Truyện ngụ ngôn"
573,12.002,43073,12,6,Male,7,0,1,2,yes,a,nhà văn viết truyện tranh,Manga artist,Bộ đội,Soldier,Labor,42,Hi,giáo viên,Teacher,Intellectuals,39,Uni,rich,no,NA,yes,b,2,2,NA,b,NA,b,buy,d,a,"Truyện cười
Đô rê mon",yes,b,d,"Đô rê mon
Dế mòn phiêu lưu ký
Đô re mon"
574,12.003,43073,12,6,Male,7.3,0,2,2,yes,a,nhà khoa học,Scientist,Công nhân,Worker,Labor,43,Uni,Công nhân (may),Worker,Labor,34,Hi,med,no,NA,yes,b,1,1,NA,a,NA,b,buy,b,a,"Truyện cổ tích
Bảy viên ngọc rồng",yes,b,d,"Khám phá thế giới
Naruto
Bảy viên ngọc rồng"
575,12.004,43073,12,6,Female,8.5,0,2,2,yes,b,bác sĩ,Doctor,làm ruộng,Farmer,Labor,43,Hi,làm ruộng,Farmer,Labor,40,Hi,med,no,NA,yes,a,1,1,yes,a,NA,a,buy,b,a,"Truyện dân gian
Truyện văn học",yes,d,d,"Đô rê mon
Truyện văn học
Truyện Ngụ ngôn"
576,12.005,43073,12,6,Female,8.6,0,1,3,yes,a,Đầu bếp,Chef,bán hàng,Seller,Labor,37,Uni,làm ruộng,Farmer,Labor,34,Hi,med,no,NA,no,b,1,2,no,a,NA,a,borrow,a,b,"Truyện tranh
Truyện cổ tích",yes,c,d,"Truyện tranh
TRuyện cổ tích
Sách tham khảo Toán Lý Hóa"
577,12.006,43073,12,6,Male,7,0,2,2,no,NA,công an,Police officer,nghề tự do,Freelancer,Labor,43,UnderHi,Công nhân,Worker,Labor,39,UnderHi,med,yes,10000000,yes,d,1,1,no,a,NA,b,buy,a,a,"Chí Phèo
TRuyện cổ tích",yes,a,d,"Sách về bác Hồ
Sách về thế giới
Sách Văn học"
578,12.007,43073,12,6,NA,7.6,0,2,3,yes,b,công an,Police officer,làm thợ,Worker,Labor,42,UnderHi,kinh doanh,Businessman,Labor,40,UnderHi,rich,yes,15000000,yes,a,2,2,NA,a,NA,a,borrow,a,a,"truyện văn học
truyện cổ tích",yes,a,d,"Thế giới phép thuật
Giấc mơ tuổi thơ của Văn Thành Vệ
Nhân tham tài thi tử, điểu tham thực nhi vọng"
579,12.008,43073,12,6,Female,6,0,1,3,yes,b,thiết kế thời trang,Fashion designer,Công nhân,Worker,Labor,36,Hi,nội trợ,Unemployed,Labor,34,Hi,rich,no,NA,yes,a,2,2,yes,a,NA,a,buy,a,a,"Truyện cổ tích
Văn học tuổi trẻ",yes,b,d,"Những đề văn hay
từ điển Anh Việt"
580,12.009,43073,12,6,Male,7.5,0,1,2,yes,b,bộ đội,Soldier,bộ đội,Soldier,Labor,42,Uni,Phóng viên,Reporter,Intellectuals,35,Uni,rich,no,NA,yes,b,1,2,no,d,NA,a,borrow,a,a,"Truyện về doanh nhân
Người khống chế vi rút",yes,a,d,"Lịch sử thế giới
Sách tham khảo tiếng Anh
Sách Văn học thế giới"
581,12.01,43073,12,6,Female,7.3,0,1,2,yes,b,nhà văn,Writer,làm ruộng,Farmer,Labor,43,Hi,Công nhân,Worker,Labor,33,Hi,med,no,NA,yes,c,1,1,yes,a,NA,a,borrow,d,a,"100 bài văn hay nhất
Truyện cổ tích",yes,b,d,"sách khoa học
sách văn đọc thêm
truyện cười"
582,12.011,43073,12,6,Female,6,0,4,4,yes,a,bác sĩ,Doctor,làm thợ,Worker,Labor,49,UnderHi,làm ruộng,Farmer,Labor,47,UnderHi,med,no,NA,no,a,1,1,no,e,NA,a,borrow,a,a,"Sách Văn học
Sách Hướng dẫn nghề",yes,a,d,"Sách danh nhân
TRuyện Đô rê mon
Sách văn học"
583,11.169,43071,11,8,Female,6,0,2,3,yes,d,Nhà văn,Writer,Làm thợ,Worker,Labor,40,UnderHi,Làm thợ,Worker,Labor,34,UnderHi,rich,no,NA,yes,a,2,2,no,a,NA,a,borrow,a,a,"Nữ sinh
Hạt giống tâm hồn và ý ngĩa cuộc sống",yes,b,b,"40 truyện trạng Quỳnh
Thần đồng đất Việt
Tý quậy"
584,11.17,43071,11,6,Male,6.2,0,1,2,yes,d,Bác Sĩ,Doctor,Làm ruộng,Farmer,Labor,40,Hi,làm ruộng,Farmer,Labor,36,Hi,med,yes,NA,yes,c,2,2,no,e,NA,a,borrow,b,a,"Sử ta kể lại
Hướng dẫn dạy nghề",yes,a,b,"Danh nhân đất việt
Sử ta kể lại tập 4
Vật lý lí thú"
585,11.171,43071,11,8,Female,6.4,0,2,3,yes,d,Bác sĩ,Doctor,làm ruộng,Farmer,Labor,41,UnderHi,Làm ruộng,Farmer,Labor,37,UnderHi,med,no,NA,yes,b,1,2,no,a,NA,d,borrow,NA,NA,"Thiên thần nhỏ của tôi
Hạt giống tâm hồn",NA,b,b,"Bàn học có 5 chỗ
Hạ đỏ
Bí mật chiếc xô cảm xúc"
586,11.172,43071,11,8,Male,4.6,0,1,2,yes,a,Kỹ thuật,Engineer,Xây dựng,Worker,Labor,37,Hi,Làm ruộng,Farmer,Labor,34,Hi,med,yes,NA,yes,c,3,1,no,a,NA,a,borrow,a,b,"Truyện Bác Hồ
Dế mèn phiêu lưu ký",yes,a,b,"Doraemon
Sự tích quả hồ lô
Thần đồng đất Việt"
587,11.173,43071,11,8,Female,5.5,0,3,4,yes,b,Nhà văn,Writer,làm ruộng,Farmer,Labor,42,UnderHi,làm ruộng,Farmer,Labor,42,Hi,med,no,NA,yes,c,1,2,no,a,NA,a,borrow,a,a,"Học ăn, học nói ,học gói, học mở
Mỗi ngày nên chọn một niềm vui",yes,a,a,"Truyện về các danh lam thắng cảnh của Việt Nam và ngoài thế giới
Truyện danh nhân đất Việt
Hạt giống tâm hồn tập 8"
588,11.174,43071,11,8,Male,5.3,0,4,3,no,f,Chưa xác định,NA,Làm ruộng,Farmer,Labor,50,UnderHi,Làm ruộng,Farmer,Labor,45,UnderHi,med,no,NA,no,f,2,2,no,e,NA,d,buy,b,a,"Truyện cổ tích
Chiến dịch Điện Biên Phủ",yes,a,a,"Cây tre trăm đốt
Kể chuyện Bác Hồ
Hai bà trưng"
589,11.175,43071,11,8,Female,6.6,0,2,2,yes,d,Giáo viên,Teacher,Làm ruộng,Farmer,Labor,42,UnderHi,làm ruộng,Farmer,Labor,34,NA,med,no,NA,yes,f,1,1,no,e,NA,a,borrow,d,b,"Truyện cổ tích
Những cách trở nên thông minh hơn",yes,a,b,"Khám phá tài nguyên thiên nhiên
Danh nhân đất Việt
truyện về cuộc sống tâm hồn"
590,11.176,43071,11,8,Female,6.5,0,3,3,yes,b,Giáo viên,Teacher,Làm ruộng,Farmer,Labor,49,UnderHi,Làm ruộng,Farmer,Labor,47,UnderHi,med,yes,NA,yes,a,2,2,no,a,NA,a,borrow,a,a,"Kể chuyện Bác Hồ
Chúng mình bay đầy trời",yes,a,b,"Hạt giống tâm hồn
Nguyễn Nhật Ánh
Truyện cổ tích"
591,11.177,43071,11,8,Female,6,0,1,3,yes,b,Giáo viên,Teacher,làm ruộng,Farmer,Labor,40,UnderHi,làm ruộng,Farmer,Labor,36,UnderHi,med,no,NA,yes,a,1,2,no,a,NA,a,borrow,d,b,"Bài ca Trái Đất
Tráng sĩ Cao Thắng",yes,a,a,"Tấm Cám
Truyện cổ tích
Danh nhân đất Việt"
592,11.178,43071,11,8,Male,7.6,0,1,3,yes,a,Kĩ sư,Engineer,Thợ xây,Worker,Labor,43,UnderHi,Công nhân,Worker,Labor,37,Hi,rich,no,NA,yes,b,2,2,no,e,NA,a,borrow,a,d,"Ngữ pháp Tiếng Anh
Bí mật toán học",yes,a,b,"Cho một khởi đầu mới
Tư duy tích cực
Tin vào chính mình"
593,11.179,43071,11,8,Male,6.3,0,2,3,yes,e,Bác sĩ,Doctor,Làm ruộng,Farmer,Labor,47,UnderHi,Làm ruộng,Farmer,Labor,41,UnderHi,med,no,NA,yes,b,2,3,yes,d,NA,a,borrow,a,a,"Hạt giống tâm hồn
40 truyện trạng Quỳnh",yes,d,b,"Tấm Cám
 Bạch tuyết và 7 chú lùn
Danh nhân đất Việt"
594,12.012,43073,12,6,Male,6,0,2,2,yes,c,nhà văn,Writer,Công nhân,Worker,Labor,45,UnderHi,Công nhân,Worker,Labor,40,UnderHi,med,yes,10000000,yes,a,2,1,yes,b,NA,b,buy,b,a,"Truyện văn học
Sách danh nhân",yes,a,d,"Truyện cười
Truyện cổ tích dân gian
Truyện văn học"
595,12.013,43073,12,6,Male,7.2,0,3,3,yes,b,cầu thủ bóng đá,Footballer,làm ruộng,Farmer,Labor,50,Hi,làm ruộng,Farmer,Labor,48,Hi,med,no,NA,yes,f,1,1,yes,a,NA,a,borrow,a,a,"Shin cậu bé bút chì
Sách văn học",yes,b,d,"Đô rê mon
Truyện trinh thám
Shin cậu bé bút chì"
